time_s,centroid_error_m,pointing_error_deg,axis_error_deg,edge_rms_m,edge_max_m,minimum_separation_m,planarity_m,snr_dB,coherent_loss_dB,fixed_plane_snr_dB
0.38,0.186775688678874,10.3136328781353,10.3136328781353,0.00207104875853403,0.00305906789627697,1.38258157815883,1.40616075760831e-16,91.7299942699844,0.368818294250699,92.0970090026005
0.4,0.184384779928859,10.1309915881845,10.1309915881845,0.00170625156111469,0.00247143531492688,1.38316921074018,2.75699175077625e-16,91.7412491047884,0.356318953223947,92.0958261690651
0.42,0.181908526797127,9.94471076421618,9.94471076421618,0.00134261491551489,0.00182973990540725,1.38381090614969,8.1710202181505e-17,91.7524860290463,0.343806286378418,92.0946136930687
0.44,0.179359434922601,9.75558691748523,9.75558691748523,0.0010355008414211,0.00135917302165556,1.38449098183493,2.60370378581033e-16,91.7636559931402,0.331334845832688,92.0933764826245
0.46,0.176749668267776,9.56439759903903,9.56439759903903,0.000888698644232432,0.00144844010310519,1.38519357256825,3.20493781063927e-17,91.7747133135558,0.318955592813419,92.0921192344823
0.48,0.174090946067232,9.37189452414019,9.37189452414019,0.000990236900925808,0.00151958945485586,1.38590298197601,2.78017964230265e-16,91.7856158912103,0.306715641485394,92.0908464057913
0.5,0.171394457223185,9.17879722564345,9.17879722564345,0.00127498004352931,0.00156854200876744,1.38660401070199,3.79551788087166e-16,91.7963254010471,0.294658039018191,92.0895621923304
0.52,0.168670788756315,8.98578729140765,8.98578729140765,0.00163254607452106,0.00166360802014731,1.38723222814563,3.93176775597799e-16,91.8068074452731,0.282821588616755,92.088270512383
0.54,0.165929867124817,8.79350326151638,8.79350326151638,0.00200167473641905,0.00228375819918769,1.38722614671123,7.16645880824876e-17,91.8170316633452,0.271240722098659,92.0869749958734
0.56,0.163180912389088,8.60253626048357,8.60253626048357,0.00235247227189808,0.00287779173463365,1.38718836901135,3.92523114670944e-17,91.8269717934208,0.259945427241155,92.0856789786089
0.58,0.160432405550243,8.41342642392281,8.41342642392281,0.00266831853484066,0.00341322993183835,1.38711706307106,3.70998373795458e-16,91.8366056821125,0.248961232989071,92.0843855014795
0.6,0.157692069204974,8.22666015549083,8.22666015549083,0.00293885288126071,0.00388127679822814,1.38701122593495,1.29195173483207e-16,91.8459152416654,0.238309253178817,92.0830973143288
0.62,0.15496686119669,8.04266822447485,8.04266822447485,0.0031574048044317,0.0042749467278389,1.3868707452278,1.5782488380293e-16,91.8548863558081,0.228006287076078,92.0818168840153
0.64,0.152262980408652,7.8618246915869,7.8618246915869,0.00331997935161548,0.0045891419318862,1.38669643424369,1.50324908162764e-16,91.8635087373403,0.218064972998377,92.0805464060077
0.66,0.149585883376733,7.68444663262987,7.68444663262987,0.00342481218810917,0.0048206845979899,1.38649003950777,1.20983749228328e-16,91.8717757419299,0.208493989720185,92.079287818723
0.68,0.146940310071736,7.51079461723475,7.51079461723475,0.00347214502757715,0.00496830447730789,1.38625422054279,2.52865328097104e-16,91.8796841436013,0.199298299260565,92.0780428197614
0.7,0.14433031703765,7.34107389217732,7.34107389217732,0.00346408879069092,0.00503258372451443,1.38599250239194,3.58322940412438e-17,91.8872338780545,0.190479423988631,92.076812883206
0.72,0.141759316061687,7.17543621451229,7.17543621451229,0.00340452254270778,0.00501586183698954,1.38570920226763,1.44222201478767e-16,91.8944277603105,0.182035750678708,92.0755992772363
0.74,0.139230116663631,7.01398227744653,7.01398227744653,0.00329900932559358,0.00492210443278274,1.38540933247874,1.47740333140239e-16,91.901271183312,0.173962854129743,92.0744030814279
0.76,0.136744970887739,6.85676467023533,6.85676467023533,0.00315472402852069,0.00475674035876272,1.38509848250293,3.92523114670944e-17,91.907771804042,0.166253833163934,92.0732252032681
0.78,0.134305619122329,6.70379131152367,6.70379131152367,0.00298039183646777,0.00452647222394598,1.38478268368835,1.57009245868378e-16,91.9139392235203,0.158899652184291,92.0720663935765
0.8,0.131913335928153,6.55502929298197,6.55502929298197,0.00278622761570744,0.00423906590485168,1.38446826056604,1.67302665425354e-16,91.9197846666939,0.151889481960378,92.0709272606799
0.82,0.129568975102084,6.41040906677515,6.41040906677515,0.00258383830348919,0.00390312486801991,1.38416167311586,2.68622737774948e-16,91.925320667795,0.145211033893344,92.0698082833227
0.84,0.127273013420859,6.26982890651548,6.26982890651548,0.00238598667641586,0.00352785529920485,1.38386935454393,3.91212516305361e-16,91.9305607662003,0.13885088266095,92.0687098224071
